TransactionAmount,TransactionTime,TransactionType,MerchantCategory,TransactionLocation,DeviceType,TransactionFrequency,SpendingPattern,CardPresent,PastFraudHistory,Velocity,DistanceFromLast,AmountRatio,AccountAge,IsFraud
33.53,1.0,Online,Electronics,Domestic,Desktop,8.0,Low,Yes,0.0,3.0,1581.6,0.18,144.0,0
36.71,7.0,ATM,Groceries,Local,Desktop,16.0,Medium,Yes,0.0,4.0,652.3,0.43,6.0,0
162.47,6.0,Online,Groceries,International,Tablet,11.0,High,No,0.0,1.0,3993.0,1.12,41.0,0
77.47,14.0,ATM,Clothing,Domestic,Mobile,2.0,High,No,0.0,5.0,4291.8,1.56,182.0,0
37.3,4.0,ATM,Groceries,International,Mobile,8.0,Low,Yes,0.0,3.0,1382.4,0.36,10.0,0
94.25,1.0,ATM,Groceries,Local,Desktop,7.0,Medium,Yes,0.0,3.0,2103.7,0.53,118.0,0
125.93,6.0,Online,Electronics,Local,POS_Terminal,1.0,Medium,Yes,0.0,5.0,409.7,1.62,157.0,0
31.83,7.0,Online,Groceries,Local,Mobile,2.0,Medium,Yes,0.0,4.0,1138.5,0.82,187.0,0
53.37,6.0,POS,Electronics,Local,Desktop,13.0,Low,Yes,0.0,4.0,3835.0,0.47,81.0,0
13.0,6.0,Online,Groceries,Domestic,POS_Terminal,11.0,Low,Yes,0.0,1.0,1826.0,0.13,103.0,0
19.99,13.0,POS,Electronics,Domestic,Tablet,3.0,High,No,0.0,5.0,3023.5,0.33,174.0,0
114.29,20.0,POS,Travel,Local,Mobile,2.0,High,Yes,0.0,2.0,4730.9,0.62,206.0,0
20.02,17.0,POS,Clothing,Local,Desktop,16.0,Medium,Yes,0.0,4.0,3618.2,0.16,140.0,0
74.48,5.0,ATM,Electronics,Local,Mobile,1.0,Medium,Yes,0.0,1.0,2267.3,0.9,230.0,0
123.46,3.0,ATM,Groceries,Domestic,Tablet,7.0,Medium,No,0.0,3.0,1834.4,0.62,157.0,0
11.3,9.0,Online,Clothing,International,Mobile,3.0,Low,Yes,0.0,4.0,952.6,0.25,78.0,0
83.77,17.0,POS,Groceries,Local,Tablet,16.0,Medium,Yes,0.0,2.0,3780.7,0.49,200.0,0
29.65,11.0,Online,Groceries,Local,POS_Terminal,6.0,Medium,Yes,1.0,3.0,562.1,0.48,49.0,0
329.49,15.0,Online,Clothing,International,POS_Terminal,14.0,Low,Yes,0.0,3.0,307.0,5.22,232.0,0
66.08,6.0,POS,Others,Local,Tablet,11.0,High,Yes,0.0,5.0,524.1,0.6,168.0,0
163.99,5.0,POS,Electronics,Domestic,Mobile,19.0,High,No,0.0,5.0,1214.5,1.18,209.0,0
79.9,4.0,POS,Groceries,Local,Mobile,1.0,High,Yes,0.0,4.0,3135.6,0.55,43.0,0
4.44,2.0,Online,Others,Local,Desktop,13.0,Low,No,0.0,2.0,4306.7,0.19,103.0,0
100.28,11.0,Online,Groceries,Local,Desktop,9.0,Medium,Yes,0.0,5.0,4963.1,1.4,87.0,0
302.42,14.0,POS,Others,Domestic,Mobile,11.0,High,Yes,0.0,1.0,3657.4,2.18,7.0,0
92.03,9.0,ATM,Electronics,Local,Mobile,1.0,Low,Yes,0.0,3.0,729.9,0.51,140.0,0
171.03,19.0,POS,Electronics,Local,POS_Terminal,13.0,Medium,No,0.0,1.0,1388.5,1.22,208.0,0
215.59,18.0,POS,Clothing,Local,Tablet,1.0,High,Yes,0.0,3.0,659.9,3.18,13.0,0
25.89,15.0,POS,Others,Local,Mobile,3.0,Medium,No,0.0,1.0,577.8,0.23,189.0,0
23.83,10.0,POS,Others,Domestic,Mobile,17.0,High,Yes,0.0,3.0,2838.7,0.17,127.0,0
94.41,7.0,POS,Electronics,Domestic,Desktop,5.0,Medium,No,0.0,5.0,4533.6,2.13,175.0,0
52.94,2.0,POS,Clothing,Local,Tablet,6.0,Low,No,0.0,1.0,3421.6,0.45,147.0,0
183.17,22.0,Online,Clothing,Domestic,Desktop,17.0,Low,Yes,0.0,4.0,4003.3,1.75,131.0,0
230.28,6.0,POS,Clothing,Local,POS_Terminal,10.0,Medium,No,0.0,4.0,2540.5,2.86,107.0,0
43.61,22.0,Online,Luxury,Local,Tablet,11.0,Low,Yes,0.0,2.0,2376.6,0.33,120.0,0
27.03,6.0,Online,Groceries,Domestic,POS_Terminal,13.0,Medium,Yes,0.0,2.0,4687.4,0.2,200.0,0
151.65,13.0,POS,Electronics,Local,Tablet,10.0,Low,Yes,0.0,2.0,3609.8,0.78,168.0,0
32.13,1.0,Online,Others,Local,Tablet,14.0,High,Yes,0.0,1.0,2296.7,0.33,12.0,0
172.94,9.0,POS,Others,Local,Tablet,13.0,Low,Yes,0.0,3.0,1662.9,1.5,159.0,0
55.12,18.0,Online,Groceries,Domestic,Mobile,4.0,Medium,Yes,0.0,2.0,465.6,1.14,128.0,0
110.13,8.0,ATM,Groceries,Local,Mobile,17.0,Medium,Yes,0.0,5.0,4104.9,0.93,163.0,0
10.04,15.0,POS,Others,Local,Tablet,18.0,High,Yes,0.0,4.0,846.6,0.38,84.0,0
97.78,18.0,ATM,Electronics,Domestic,Mobile,11.0,Low,Yes,0.0,4.0,2575.1,2.08,220.0,0
60.11,17.0,Online,Clothing,Domestic,Desktop,10.0,High,Yes,0.0,5.0,3186.4,1.18,66.0,0
88.34,8.0,ATM,Groceries,Domestic,Tablet,18.0,Low,No,0.0,4.0,3720.4,0.66,27.0,0
18.39,15.0,Online,Others,Local,Tablet,19.0,Low,No,1.0,1.0,416.7,0.15,3.0,0
133.51,12.0,POS,Groceries,Local,Mobile,9.0,Medium,No,0.0,5.0,53.4,0.82,48.0,0
198.63,9.0,ATM,Groceries,Local,Desktop,5.0,Medium,Yes,0.0,1.0,3530.0,1.92,149.0,0
24.43,19.0,POS,Groceries,Domestic,Desktop,1.0,Medium,Yes,0.0,4.0,2272.0,0.23,115.0,0
10.06,13.0,POS,Others,Domestic,Mobile,5.0,Medium,Yes,0.0,5.0,905.7,0.2,52.0,0
2.39,11.0,POS,Travel,International,POS_Terminal,3.0,Low,Yes,0.0,5.0,4910.1,0.02,135.0,0
102.71,18.0,POS,Travel,Local,Desktop,1.0,Low,No,0.0,5.0,3956.8,4.97,51.0,0
93.42,6.0,Online,Electronics,Local,POS_Terminal,19.0,Low,No,0.0,4.0,2892.6,0.97,225.0,0
79.12,22.0,Online,Others,Local,Mobile,6.0,High,Yes,0.0,4.0,3510.5,1.47,45.0,0
26.39,14.0,ATM,Travel,Local,Mobile,10.0,Medium,Yes,0.0,4.0,775.1,0.17,46.0,0
49.58,15.0,POS,Travel,Local,Tablet,5.0,Low,No,0.0,2.0,4811.1,0.35,33.0,0
90.26,7.0,ATM,Others,International,Desktop,12.0,Low,No,0.0,2.0,4981.8,0.61,36.0,0
68.67,9.0,ATM,Electronics,Local,Mobile,12.0,Low,Yes,0.0,3.0,3242.2,1.47,17.0,0
440.51,3.0,POS,Clothing,Local,POS_Terminal,17.0,High,Yes,0.0,5.0,3341.6,3.14,134.0,0
14.67,18.0,POS,Others,Domestic,Tablet,2.0,Low,Yes,0.0,4.0,3522.3,0.1,116.0,0
118.79,18.0,Online,Travel,Local,Desktop,14.0,Medium,Yes,0.0,5.0,3328.9,5.8,149.0,0
51.8,20.0,Online,Clothing,Domestic,Desktop,12.0,Low,No,0.0,1.0,2192.7,0.67,38.0,0
55.9,14.0,Online,Groceries,Domestic,Mobile,13.0,Medium,Yes,0.0,1.0,2703.4,1.57,162.0,0
126.44,13.0,Online,Clothing,Local,POS_Terminal,5.0,Low,Yes,0.0,4.0,1413.6,0.89,49.0,0
117.91,0.0,POS,Clothing,Domestic,Tablet,5.0,Low,Yes,0.0,2.0,2234.2,2.03,61.0,0
473.94,15.0,POS,Groceries,Local,Mobile,17.0,Medium,Yes,1.0,3.0,2180.5,7.01,58.0,0
13.74,9.0,Online,Others,Local,Mobile,5.0,Medium,Yes,0.0,2.0,1440.7,0.4,76.0,0
10.99,18.0,POS,Electronics,Local,Tablet,19.0,Medium,Yes,0.0,5.0,3933.5,0.1,12.0,0
128.86,21.0,Online,Electronics,Local,Mobile,4.0,Low,Yes,0.0,2.0,2048.4,4.97,146.0,0
86.37,2.0,Online,Clothing,Local,POS_Terminal,7.0,Medium,No,1.0,4.0,2758.6,0.5,190.0,0
32.04,4.0,Online,Electronics,Local,POS_Terminal,17.0,Low,Yes,0.0,2.0,780.5,1.29,6.0,0
8.28,8.0,ATM,Groceries,Local,Tablet,11.0,Medium,Yes,0.0,1.0,2374.8,0.27,205.0,0
8.96,17.0,POS,Electronics,Local,Tablet,6.0,Low,Yes,0.0,4.0,3807.3,0.07,95.0,0
224.61,10.0,Online,Groceries,Domestic,Desktop,13.0,Low,Yes,0.0,4.0,2222.6,1.21,89.0,0
21.3,15.0,Online,Groceries,International,Mobile,12.0,Low,Yes,0.0,4.0,2788.7,0.12,176.0,0
39.06,1.0,ATM,Groceries,Domestic,Tablet,5.0,Low,Yes,0.0,2.0,3508.5,1.11,88.0,0
25.7,11.0,Online,Groceries,Local,Mobile,10.0,Low,Yes,0.0,1.0,1944.9,0.36,106.0,0
43.85,21.0,POS,Electronics,Domestic,Desktop,11.0,Medium,Yes,0.0,2.0,1766.4,0.39,11.0,0
7.2,5.0,ATM,Clothing,Domestic,Mobile,9.0,Low,Yes,0.0,5.0,428.7,0.29,161.0,0
73.2,10.0,Online,Others,Local,Mobile,13.0,Low,No,0.0,3.0,2911.4,0.64,21.0,0
7.0,7.0,POS,Clothing,Local,Mobile,3.0,Low,Yes,0.0,3.0,3534.8,0.07,231.0,0
161.12,11.0,Online,Travel,Domestic,Tablet,17.0,Low,Yes,0.0,3.0,2906.3,1.28,152.0,0
26.62,1.0,ATM,Electronics,Domestic,Desktop,18.0,Low,No,0.0,5.0,1417.6,0.14,55.0,0
77.66,8.0,Online,Travel,International,Mobile,5.0,Low,No,0.0,5.0,1311.7,1.12,177.0,0
212.09,14.0,POS,Clothing,Domestic,Desktop,16.0,Low,Yes,0.0,5.0,797.4,1.57,236.0,0
105.23,1.0,Online,Electronics,Domestic,Mobile,16.0,High,Yes,0.0,1.0,235.0,1.08,116.0,0
76.13,0.0,Online,Groceries,Local,Tablet,11.0,Medium,Yes,0.0,4.0,2134.4,0.77,212.0,0
39.21,9.0,Online,Electronics,Local,Desktop,4.0,Medium,Yes,0.0,5.0,802.6,0.29,239.0,0
40.5,1.0,POS,Clothing,International,Mobile,9.0,Medium,No,0.0,3.0,3454.0,0.21,9.0,0
110.71,11.0,POS,Electronics,Local,Mobile,15.0,High,Yes,0.0,3.0,4808.7,0.63,95.0,0
513.95,22.0,Online,Others,Local,POS_Terminal,12.0,Low,Yes,0.0,2.0,367.4,3.8,220.0,0
108.42,7.0,Online,Groceries,Local,Desktop,16.0,Low,Yes,0.0,4.0,4464.8,1.05,118.0,0
81.6,4.0,POS,Groceries,Domestic,Mobile,4.0,High,Yes,1.0,5.0,3288.6,0.85,38.0,0
131.17,21.0,POS,Clothing,Local,Desktop,3.0,Medium,Yes,0.0,4.0,4301.4,0.81,133.0,0
62.59,0.0,POS,Others,Domestic,Mobile,4.0,Medium,No,0.0,5.0,774.8,1.06,101.0,0
6.2,14.0,Online,Electronics,Local,Mobile,2.0,Medium,No,0.0,3.0,4532.4,0.05,169.0,0
82.62,5.0,POS,Clothing,Local,Tablet,19.0,Medium,Yes,0.0,4.0,4789.4,0.75,162.0,0
316.12,11.0,POS,Groceries,International,Mobile,7.0,Medium,Yes,0.0,4.0,4533.6,2.31,202.0,0
19.27,7.0,POS,Clothing,Local,Tablet,2.0,Medium,Yes,1.0,5.0,3927.5,0.36,96.0,0
117.12,12.0,Online,Travel,Local,Desktop,1.0,Low,Yes,0.0,5.0,451.5,0.81,101.0,0
22.43,18.0,POS,Others,Local,Mobile,18.0,Medium,Yes,0.0,4.0,1103.7,0.17,191.0,0
76.75,0.0,POS,Groceries,Local,Tablet,8.0,High,Yes,0.0,5.0,4565.7,1.46,145.0,0
10.17,10.0,ATM,Electronics,Local,Mobile,8.0,Medium,Yes,1.0,4.0,1147.1,0.1,181.0,0
59.85,19.0,POS,Clothing,Local,Tablet,10.0,Low,Yes,0.0,2.0,1738.6,0.42,36.0,0
141.13,0.0,POS,Groceries,International,Tablet,18.0,Medium,Yes,0.0,4.0,252.4,0.77,36.0,0
42.71,7.0,ATM,Clothing,Local,POS_Terminal,11.0,Low,No,0.0,1.0,3140.5,1.02,141.0,0
109.34,4.0,POS,Clothing,Local,Mobile,1.0,High,No,0.0,4.0,2816.5,5.07,20.0,0
158.69,16.0,Online,Groceries,Local,Mobile,7.0,Medium,Yes,0.0,2.0,4808.9,3.19,51.0,0
261.97,7.0,POS,Luxury,Local,Desktop,8.0,Low,Yes,0.0,2.0,4461.7,1.32,,0
26.74,9.0,Online,Groceries,Local,Mobile,14.0,Medium,No,0.0,3.0,2529.7,0.17,211.0,0
50.97,1.0,POS,Others,Domestic,Desktop,19.0,Medium,No,0.0,3.0,3046.7,0.39,214.0,0
16.54,8.0,Online,Luxury,International,Mobile,8.0,Low,Yes,0.0,1.0,2066.0,0.38,16.0,0
489.07,23.0,POS,Travel,Local,Desktop,19.0,Low,Yes,0.0,5.0,662.3,5.15,6.0,0
261.73,22.0,POS,Groceries,Domestic,Mobile,4.0,Low,Yes,0.0,5.0,4339.0,1.76,203.0,0
77.64,2.0,Online,Others,Local,Tablet,10.0,High,No,0.0,2.0,2747.7,0.43,138.0,0
184.54,17.0,ATM,Travel,Domestic,Tablet,10.0,Low,No,0.0,2.0,2127.0,2.08,159.0,0
73.6,6.0,POS,Groceries,Local,Mobile,4.0,Medium,Yes,0.0,3.0,342.3,0.37,146.0,0
97.71,14.0,Online,Electronics,Local,Tablet,8.0,Low,No,0.0,2.0,3326.9,2.16,96.0,0
9.33,20.0,POS,Groceries,Local,Mobile,7.0,Low,Yes,0.0,4.0,1998.3,0.1,169.0,0
140.76,21.0,Online,Others,Local,Mobile,15.0,Low,Yes,0.0,4.0,1268.5,0.79,106.0,0
13.66,19.0,POS,Others,Domestic,Mobile,8.0,Low,Yes,0.0,1.0,4383.8,0.1,47.0,0
174.91,17.0,Online,Others,Local,Tablet,10.0,High,Yes,0.0,4.0,918.2,1.05,24.0,0
152.34,2.0,POS,Travel,Local,Desktop,7.0,High,No,1.0,1.0,2575.1,0.83,110.0,0
123.36,22.0,POS,Electronics,International,Mobile,19.0,Low,No,0.0,3.0,3978.8,1.11,208.0,0
3.68,13.0,POS,Groceries,Local,POS_Terminal,3.0,Low,No,0.0,4.0,4245.4,0.06,93.0,0
36.12,23.0,POS,Groceries,Domestic,Mobile,9.0,High,Yes,0.0,1.0,4093.5,0.25,231.0,0
30.53,1.0,ATM,Groceries,Local,POS_Terminal,16.0,Low,No,0.0,5.0,4483.1,0.25,217.0,0
44.65,13.0,ATM,Clothing,Local,Mobile,14.0,Low,Yes,0.0,1.0,711.8,0.28,104.0,0
9.17,21.0,Online,Others,Local,Tablet,7.0,Low,Yes,0.0,4.0,4702.3,0.08,217.0,0
276.4,10.0,POS,Others,Local,Desktop,12.0,Medium,Yes,0.0,1.0,54.0,1.67,168.0,0
80.7,15.0,POS,Groceries,Local,Tablet,1.0,Low,Yes,0.0,3.0,1279.5,0.44,45.0,0
36.46,7.0,Online,Clothing,Domestic,POS_Terminal,16.0,Medium,No,1.0,2.0,420.2,0.24,83.0,0
50.58,6.0,ATM,Clothing,Domestic,Tablet,3.0,Medium,Yes,0.0,5.0,4727.7,0.33,202.0,0
59.28,10.0,POS,Electronics,Domestic,Desktop,1.0,Low,Yes,0.0,3.0,2119.7,0.47,1.0,0
91.78,2.0,Online,Clothing,Domestic,Tablet,6.0,Low,No,0.0,5.0,1576.3,0.87,27.0,0
72.5,16.0,ATM,Electronics,International,Tablet,2.0,High,Yes,0.0,5.0,835.4,0.37,22.0,0
251.82,13.0,ATM,Others,Local,Mobile,7.0,High,Yes,0.0,1.0,779.1,1.85,28.0,0
68.71,5.0,POS,Travel,Domestic,POS_Terminal,8.0,Medium,Yes,0.0,2.0,3069.7,0.4,176.0,0
484.83,7.0,POS,Travel,Local,Desktop,13.0,Low,Yes,0.0,1.0,235.4,4.37,35.0,0
190.67,21.0,POS,Groceries,Domestic,Mobile,16.0,Low,Yes,0.0,1.0,2971.7,1.59,3.0,0
23.38,4.0,Online,Groceries,Domestic,Desktop,10.0,Medium,No,0.0,4.0,3873.2,0.17,166.0,0
266.78,7.0,POS,Electronics,Local,Desktop,4.0,Low,No,0.0,1.0,3005.1,1.77,218.0,0
12.37,1.0,POS,Travel,Local,Desktop,13.0,High,Yes,0.0,2.0,4132.9,0.12,44.0,0
170.07,14.0,Online,Others,International,Desktop,17.0,Low,Yes,0.0,3.0,1326.3,2.02,133.0,0
47.9,11.0,POS,Electronics,Local,Mobile,8.0,Medium,No,1.0,1.0,385.9,0.76,202.0,0
210.35,16.0,POS,Travel,Local,Desktop,8.0,Low,Yes,0.0,2.0,3605.0,2.19,135.0,0
202.54,0.0,Online,Electronics,Local,POS_Terminal,7.0,Medium,No,0.0,1.0,4140.7,3.49,222.0,0
163.95,14.0,Online,Groceries,Local,Mobile,1.0,Medium,No,0.0,5.0,2508.4,1.73,217.0,0
156.08,13.0,Online,Travel,Local,Desktop,15.0,Low,No,0.0,1.0,4103.1,0.88,170.0,0
36.34,19.0,POS,Travel,Local,Mobile,15.0,Low,No,0.0,4.0,2289.6,0.19,98.0,0
8.44,21.0,Online,Groceries,Local,Mobile,19.0,Medium,No,0.0,5.0,992.6,0.07,111.0,0
51.58,15.0,Online,Electronics,Domestic,Desktop,4.0,High,Yes,0.0,2.0,2372.0,1.11,57.0,0
19.06,8.0,POS,Electronics,Local,Mobile,6.0,Medium,Yes,0.0,1.0,1079.8,0.2,85.0,0
118.73,0.0,Online,Groceries,Local,Tablet,10.0,Low,No,0.0,5.0,2360.2,0.92,157.0,0
42.48,16.0,POS,Others,Local,Desktop,12.0,High,Yes,0.0,5.0,737.8,0.49,81.0,0
371.36,12.0,POS,Clothing,Local,Mobile,4.0,Low,Yes,0.0,3.0,927.8,6.52,191.0,0
102.44,20.0,POS,Groceries,International,Desktop,6.0,Low,No,0.0,5.0,4414.6,1.68,164.0,0
172.87,20.0,POS,Groceries,Domestic,POS_Terminal,14.0,Low,Yes,1.0,2.0,579.3,1.64,168.0,0
14.22,4.0,POS,Others,Local,Mobile,13.0,Low,Yes,0.0,1.0,1121.4,0.24,21.0,0
198.06,9.0,Online,Travel,Local,Desktop,3.0,Low,Yes,0.0,5.0,4977.6,3.05,98.0,0
256.08,5.0,POS,Travel,Domestic,POS_Terminal,15.0,Medium,Yes,0.0,2.0,2880.1,1.45,181.0,0
66.76,23.0,ATM,Groceries,Local,POS_Terminal,3.0,Low,No,0.0,3.0,2929.1,0.42,144.0,0
93.2,18.0,Online,Others,Local,Desktop,5.0,Low,No,0.0,1.0,4224.9,3.11,174.0,0
144.74,12.0,POS,Electronics,Local,Mobile,13.0,Low,No,0.0,4.0,2621.6,1.86,236.0,0
19.22,0.0,POS,Clothing,International,Mobile,15.0,Medium,Yes,0.0,5.0,1108.9,0.17,137.0,0
69.83,19.0,Online,Others,Local,Mobile,17.0,Low,Yes,0.0,5.0,2112.3,2.26,236.0,0
50.86,14.0,Online,Groceries,Local,Desktop,6.0,Low,Yes,0.0,3.0,3775.0,0.36,3.0,0
15.83,13.0,POS,Electronics,Local,Mobile,18.0,Low,Yes,0.0,2.0,4362.2,0.18,23.0,0
45.81,7.0,POS,Groceries,Local,Tablet,3.0,Low,No,0.0,3.0,1366.0,0.5,141.0,0
7.06,9.0,Online,Electronics,Local,Desktop,9.0,Low,Yes,0.0,2.0,1309.9,0.1,38.0,0
2.62,8.0,POS,Groceries,Local,Mobile,8.0,Low,Yes,0.0,1.0,1638.0,0.03,162.0,0
14.52,16.0,ATM,Others,International,Mobile,11.0,Low,Yes,0.0,5.0,2981.1,0.08,222.0,0
330.0,8.0,Online,Electronics,Local,Desktop,11.0,Low,Yes,1.0,4.0,1392.5,2.04,231.0,0
79.75,2.0,POS,Clothing,Local,Mobile,8.0,Low,No,0.0,3.0,4465.7,0.42,154.0,0
337.62,10.0,POS,Others,Local,Tablet,1.0,Medium,Yes,0.0,4.0,4890.0,2.32,160.0,0
56.65,11.0,POS,Others,Domestic,POS_Terminal,2.0,Medium,Yes,0.0,4.0,3395.6,0.46,20.0,0
37.37,9.0,Online,Clothing,Local,POS_Terminal,4.0,Medium,Yes,0.0,5.0,4851.5,0.56,46.0,0
70.55,16.0,POS,Electronics,Local,Tablet,2.0,High,Yes,0.0,5.0,1439.3,0.5,102.0,0
57.89,16.0,POS,Groceries,Domestic,Tablet,2.0,High,Yes,0.0,4.0,4075.9,0.32,55.0,0
11.17,10.0,Online,Groceries,Local,Desktop,13.0,Low,No,0.0,1.0,3392.2,0.34,137.0,0
102.39,21.0,POS,Clothing,International,Desktop,6.0,Low,No,0.0,4.0,1316.0,1.03,231.0,0
24.34,3.0,POS,Groceries,Local,Tablet,4.0,High,Yes,0.0,2.0,1592.0,0.52,51.0,0
96.65,6.0,Online,Electronics,Local,Mobile,15.0,Low,Yes,0.0,2.0,2443.1,0.58,57.0,0
105.04,20.0,POS,Groceries,Local,Mobile,3.0,Medium,No,0.0,2.0,3958.2,0.8,80.0,0
16.49,13.0,ATM,Clothing,Local,Tablet,4.0,High,No,0.0,2.0,4361.1,0.09,173.0,0
6.33,6.0,Online,Electronics,Domestic,POS_Terminal,17.0,Medium,Yes,0.0,3.0,3169.7,0.2,166.0,0
151.76,23.0,POS,Groceries,Local,Desktop,6.0,Low,Yes,0.0,1.0,3607.9,0.83,68.0,0
61.58,7.0,POS,Groceries,Local,Desktop,2.0,Medium,Yes,0.0,3.0,1319.2,1.92,140.0,0
5.99,0.0,POS,Clothing,International,Desktop,13.0,Low,Yes,0.0,3.0,3705.4,0.08,218.0,0
527.19,23.0,Online,Clothing,Domestic,Desktop,15.0,High,No,0.0,2.0,3024.9,10.96,117.0,0
5.95,21.0,POS,Electronics,Local,Desktop,5.0,Low,Yes,0.0,1.0,1114.6,0.13,138.0,0
118.76,3.0,ATM,Luxury,Local,POS_Terminal,19.0,Low,Yes,0.0,1.0,4750.9,2.33,208.0,0
411.53,11.0,Online,Groceries,Local,Desktop,6.0,Medium,Yes,0.0,4.0,2564.3,3.87,65.0,0
27.34,23.0,POS,Groceries,Domestic,Mobile,17.0,Low,No,0.0,3.0,3972.3,0.17,12.0,0
15.34,2.0,Online,Groceries,Domestic,Tablet,1.0,Low,Yes,0.0,1.0,2628.1,0.08,180.0,0
12.94,12.0,POS,Clothing,Local,Mobile,2.0,Low,No,0.0,5.0,4664.7,0.11,51.0,0
36.14,19.0,Online,Travel,Local,Tablet,1.0,Low,Yes,0.0,3.0,706.4,0.75,214.0,0
10.65,5.0,Online,Groceries,Local,Desktop,8.0,High,Yes,0.0,1.0,2730.8,0.31,64.0,0
117.82,10.0,POS,Clothing,Local,Tablet,4.0,Low,Yes,0.0,5.0,125.8,1.08,185.0,0
6.43,22.0,POS,Electronics,Domestic,Mobile,18.0,Low,Yes,0.0,5.0,987.0,0.04,93.0,0
71.22,3.0,ATM,Others,Local,Mobile,9.0,Medium,Yes,0.0,5.0,1405.1,0.54,19.0,0
571.29,19.0,Online,Travel,Local,Mobile,15.0,Low,Yes,0.0,2.0,2363.1,4.57,158.0,0
168.18,15.0,ATM,Clothing,Local,Desktop,16.0,Medium,Yes,0.0,4.0,4100.9,5.87,220.0,0
95.51,6.0,POS,Clothing,Local,Mobile,3.0,Low,Yes,0.0,4.0,2333.3,1.02,213.0,0
36.56,21.0,POS,Others,Local,Desktop,1.0,Low,No,1.0,1.0,2805.9,0.31,82.0,0
97.79,10.0,POS,Others,Domestic,POS_Terminal,13.0,Low,Yes,0.0,1.0,4620.3,0.77,233.0,0
74.87,23.0,Online,Clothing,Domestic,Mobile,14.0,Low,Yes,0.0,4.0,3782.7,3.59,24.0,0
55.53,0.0,POS,Electronics,Local,Tablet,6.0,Medium,Yes,0.0,5.0,251.0,0.99,26.0,0
14.01,6.0,POS,Electronics,Domestic,Tablet,5.0,Low,Yes,0.0,1.0,882.3,0.07,36.0,0
217.69,11.0,Online,Electronics,Domestic,Tablet,5.0,High,No,0.0,2.0,191.1,1.95,107.0,0
59.74,6.0,Online,Clothing,Local,POS_Terminal,4.0,Medium,Yes,0.0,2.0,345.3,0.41,56.0,0
21.64,22.0,POS,Groceries,Local,Desktop,12.0,Low,Yes,0.0,4.0,1694.3,0.29,208.0,0
45.85,6.0,POS,Others,Local,Desktop,14.0,High,Yes,0.0,1.0,3639.3,0.37,58.0,0
53.47,9.0,Online,Electronics,Local,Desktop,14.0,Low,Yes,0.0,1.0,1221.8,0.64,32.0,0
175.76,15.0,POS,Luxury,Domestic,Mobile,11.0,Medium,Yes,0.0,5.0,1961.4,2.39,2.0,0
132.28,7.0,POS,Electronics,Local,Mobile,10.0,Low,Yes,0.0,1.0,1969.4,1.41,201.0,0
146.67,8.0,POS,Travel,International,Mobile,10.0,Low,Yes,0.0,4.0,2951.5,1.43,82.0,0
1.11,8.0,Online,Electronics,Domestic,Mobile,9.0,High,No,0.0,1.0,4464.6,0.01,177.0,0
53.81,1.0,Online,Clothing,Local,Tablet,2.0,High,Yes,0.0,1.0,4916.1,0.81,174.0,0
65.65,12.0,POS,Electronics,Domestic,POS_Terminal,14.0,Medium,No,0.0,2.0,3023.1,0.5,237.0,0
1.94,12.0,POS,Electronics,Local,Tablet,7.0,Low,Yes,0.0,4.0,2525.4,0.02,83.0,0
30.09,22.0,ATM,Others,Local,Mobile,17.0,High,Yes,0.0,3.0,3409.4,0.53,122.0,0
142.83,22.0,ATM,Groceries,Domestic,Mobile,8.0,Medium,No,0.0,4.0,3340.2,0.91,55.0,0
14.75,3.0,Online,Electronics,Local,Tablet,4.0,Low,Yes,0.0,4.0,2619.7,0.1,230.0,0
76.64,23.0,ATM,Groceries,Local,Mobile,5.0,Low,Yes,0.0,3.0,3684.8,0.43,12.0,0
24.23,11.0,Online,Others,Domestic,Tablet,13.0,High,Yes,0.0,3.0,2456.4,0.2,205.0,0
1.22,16.0,Online,Groceries,Domestic,Tablet,7.0,High,Yes,0.0,2.0,4982.3,0.02,191.0,0
27.6,1.0,POS,Clothing,Local,Desktop,6.0,High,Yes,0.0,5.0,245.0,0.16,163.0,0
372.45,12.0,POS,Groceries,Local,Mobile,17.0,Low,Yes,0.0,4.0,2216.1,5.29,117.0,0
161.72,17.0,POS,Electronics,Local,Mobile,6.0,Medium,No,0.0,4.0,1985.1,1.17,74.0,0
320.83,14.0,Online,Others,Domestic,Mobile,19.0,Low,No,0.0,4.0,3851.5,5.91,150.0,0
66.91,7.0,ATM,Groceries,Local,Desktop,3.0,Medium,Yes,0.0,4.0,954.1,0.5,10.0,0
11.62,14.0,Online,Clothing,International,POS_Terminal,9.0,Medium,Yes,0.0,2.0,2170.4,0.07,50.0,0
79.4,0.0,POS,Groceries,Domestic,Mobile,15.0,Low,No,0.0,4.0,3489.7,0.68,163.0,0
60.58,19.0,POS,Electronics,Domestic,Mobile,8.0,Medium,Yes,0.0,3.0,3016.0,0.58,237.0,0
186.02,9.0,POS,Clothing,International,Desktop,15.0,Low,Yes,0.0,3.0,2725.6,0.94,144.0,0
10.32,11.0,POS,Clothing,International,Mobile,1.0,Low,Yes,0.0,1.0,2174.8,0.43,36.0,0
66.99,4.0,Online,Clothing,Local,Tablet,8.0,Low,Yes,0.0,2.0,3760.0,0.84,61.0,0
16.26,8.0,ATM,Clothing,Local,Mobile,4.0,Medium,No,0.0,1.0,3232.1,0.09,75.0,0
